SearchBayesianSkopt: New best config found. Config 0: {'norm': 1, 'alpha': 0.5030828870316804, 'beta': 0.08303079948852111, 'gamma': 0.23468894287393555} - results: PRECISION: 0.0401580, PRECISION_RECALL_MIN_DEN: 0.0924895, RECALL: 0.0905219, MAP: 0.0191230, MAP_MIN_DEN: 0.0431827, MRR: 0.1422658, NDCG: 0.0793527, F1: 0.0556349, HIT_RATE: 0.2950274, ARHR_ALL_HITS: 0.1642068, NOVELTY: 0.0038148, AVERAGE_POPULARITY: 0.1839195, DIVERSITY_MEAN_INTER_LIST: 0.9526189, DIVERSITY_HERFINDAHL: 0.9952594, COVERAGE_ITEM: 0.1432709, COVERAGE_ITEM_HIT: 0.0489846, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2744961, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0197971, SHANNON_ENTROPY: 9.1663500, RATIO_DIVERSITY_HERFINDAHL: 0.9955886, RATIO_DIVERSITY_GINI: 0.0443833, RATIO_SHANNON_ENTROPY: 0.6793052, RATIO_AVERAGE_POPULARITY: 3.6103018, RATIO_NOVELTY: 0.2352550, 
SearchBayesianSkopt: New best config found. Config 66: {'norm': 1, 'alpha': 1.0, 'beta': 0.2502493035575204, 'gamma': 0.0} - results: PRECISION: 0.0401864, PRECISION_RECALL_MIN_DEN: 0.0924856, RECALL: 0.0905309, MAP: 0.0192203, MAP_MIN_DEN: 0.0433556, MRR: 0.1431317, NDCG: 0.0795839, F1: 0.0556638, HIT_RATE: 0.2954405, ARHR_ALL_HITS: 0.1651099, NOVELTY: 0.0038346, AVERAGE_POPULARITY: 0.1829145, DIVERSITY_MEAN_INTER_LIST: 0.9529939, DIVERSITY_HERFINDAHL: 0.9952969, COVERAGE_ITEM: 0.1568936, COVERAGE_ITEM_HIT: 0.0503432, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2748805, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0213612, SHANNON_ENTROPY: 9.2426609, RATIO_DIVERSITY_HERFINDAHL: 0.9956261, RATIO_DIVERSITY_GINI: 0.0478900, RATIO_SHANNON_ENTROPY: 0.6849605, RATIO_AVERAGE_POPULARITY: 3.5905735, RATIO_NOVELTY: 0.2364726, 
SearchBayesianSkopt: Config 67 is suboptimal. Config: {'norm': 1, 'alpha': 0.006626416064488218, 'beta': 0.9905330697940791, 'gamma': 0.2727207370840882} - results: PRECISION: 0.0347413, PRECISION_RECALL_MIN_DEN: 0.0787998, RECALL: 0.0770276, MAP: 0.0157972, MAP_MIN_DEN: 0.0351296, MRR: 0.1191588, NDCG: 0.0663675, F1: 0.0478852, HIT_RATE: 0.2614118, ARHR_ALL_HITS: 0.1366671, NOVELTY: 0.0040187, AVERAGE_POPULARITY: 0.1634614, DIVERSITY_MEAN_INTER_LIST: 0.9598583, DIVERSITY_HERFINDAHL: 0.9959833, COVERAGE_ITEM: 0.6115561, COVERAGE_ITEM_HIT: 0.0491276, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2432199, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0684585, SHANNON_ENTROPY: 9.9657886, RATIO_DIVERSITY_HERFINDAHL: 0.9963127, RATIO_DIVERSITY_GINI: 0.1534778, RATIO_SHANNON_ENTROPY: 0.7385505, RATIO_AVERAGE_POPULARITY: 3.2087139, RATIO_NOVELTY: 0.2478248, 
SearchBayesianSkopt: Config 68 is suboptimal. Config: {'norm': 1, 'alpha': 0.0004977484562344038, 'beta': 0.38009815856017404, 'gamma': 0.04103050421958899} - results: PRECISION: 0.0398224, PRECISION_RECALL_MIN_DEN: 0.0917705, RECALL: 0.0898245, MAP: 0.0189968, MAP_MIN_DEN: 0.0430221, MRR: 0.1419158, NDCG: 0.0789328, F1: 0.0551810, HIT_RATE: 0.2938397, ARHR_ALL_HITS: 0.1634418, NOVELTY: 0.0038575, AVERAGE_POPULARITY: 0.1745114, DIVERSITY_MEAN_INTER_LIST: 0.9571821, DIVERSITY_HERFINDAHL: 0.9957157, COVERAGE_ITEM: 0.2516805, COVERAGE_ITEM_HIT: 0.0500215, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2733911, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0236231, SHANNON_ENTROPY: 9.3315468, RATIO_DIVERSITY_HERFINDAHL: 0.9960450, RATIO_DIVERSITY_GINI: 0.0529608, RATIO_SHANNON_ENTROPY: 0.6915477, RATIO_AVERAGE_POPULARITY: 3.4256224, RATIO_NOVELTY: 0.2378838, 
SearchBayesianSkopt: Config 69 is suboptimal. Config: {'norm': 2, 'alpha': 0.6575514444747422, 'beta': 0.003929664106942955, 'gamma': 0.7313401210932541} - results: PRECISION: 0.0383094, PRECISION_RECALL_MIN_DEN: 0.0890532, RECALL: 0.0872421, MAP: 0.0179915, MAP_MIN_DEN: 0.0411469, MRR: 0.1361371, NDCG: 0.0759420, F1: 0.0532402, HIT_RATE: 0.2867655, ARHR_ALL_HITS: 0.1559676, NOVELTY: 0.0036810, AVERAGE_POPULARITY: 0.2255180, DIVERSITY_MEAN_INTER_LIST: 0.9241132, DIVERSITY_HERFINDAHL: 0.9924089, COVERAGE_ITEM: 0.1171696, COVERAGE_ITEM_HIT: 0.0426916, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2668092, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0143856, SHANNON_ENTROPY: 8.5864293, RATIO_DIVERSITY_HERFINDAHL: 0.9927371, RATIO_DIVERSITY_GINI: 0.0322513, RATIO_SHANNON_ENTROPY: 0.6363281, RATIO_AVERAGE_POPULARITY: 4.4268725, RATIO_NOVELTY: 0.2270027, 
SearchBayesianSkopt: Config 70 is suboptimal. Config: {'norm': 2, 'alpha': 0.008498363183233494, 'beta': 0.945970581205945, 'gamma': 0.9999329269437836} - results: PRECISION: 0.0204663, PRECISION_RECALL_MIN_DEN: 0.0430764, RECALL: 0.0417163, MAP: 0.0082274, MAP_MIN_DEN: 0.0166509, MRR: 0.0625380, NDCG: 0.0345192, F1: 0.0274603, HIT_RATE: 0.1585769, ARHR_ALL_HITS: 0.0713693, NOVELTY: 0.0039660, AVERAGE_POPULARITY: 0.1726415, DIVERSITY_MEAN_INTER_LIST: 0.9531062, DIVERSITY_HERFINDAHL: 0.9953082, COVERAGE_ITEM: 0.5872783, COVERAGE_ITEM_HIT: 0.0333596, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.1475414, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0641271, SHANNON_ENTROPY: 9.6714495, RATIO_DIVERSITY_HERFINDAHL: 0.9956373, RATIO_DIVERSITY_GINI: 0.1437672, RATIO_SHANNON_ENTROPY: 0.7167374, RATIO_AVERAGE_POPULARITY: 3.3889175, RATIO_NOVELTY: 0.2445793, 
SearchBayesianSkopt: Config 71 is suboptimal. Config: {'norm': 2, 'alpha': 0.030480964113266514, 'beta': 0.0010448567100055375, 'gamma': 0.40505542606653067} - results: PRECISION: 0.0393809, PRECISION_RECALL_MIN_DEN: 0.0908178, RECALL: 0.0889127, MAP: 0.0187188, MAP_MIN_DEN: 0.0424120, MRR: 0.1398604, NDCG: 0.0779328, F1: 0.0545851, HIT_RATE: 0.2906899, ARHR_ALL_HITS: 0.1611183, NOVELTY: 0.0037846, AVERAGE_POPULARITY: 0.1869026, DIVERSITY_MEAN_INTER_LIST: 0.9509984, DIVERSITY_HERFINDAHL: 0.9950974, COVERAGE_ITEM: 0.1354405, COVERAGE_ITEM_HIT: 0.0466247, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2704605, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0177082, SHANNON_ENTROPY: 9.0407252, RATIO_DIVERSITY_HERFINDAHL: 0.9954265, RATIO_DIVERSITY_GINI: 0.0397001, RATIO_SHANNON_ENTROPY: 0.6699953, RATIO_AVERAGE_POPULARITY: 3.6688590, RATIO_NOVELTY: 0.2333880, 
SearchBayesianSkopt: Config 72 is suboptimal. Config: {'norm': 1, 'alpha': 0.4546089493977131, 'beta': 0.0, 'gamma': 0.552821518647848} - results: PRECISION: 0.0396055, PRECISION_RECALL_MIN_DEN: 0.0916532, RECALL: 0.0897537, MAP: 0.0187623, MAP_MIN_DEN: 0.0426394, MRR: 0.1405867, NDCG: 0.0784523, F1: 0.0549592, HIT_RATE: 0.2937623, ARHR_ALL_HITS: 0.1617520, NOVELTY: 0.0037667, AVERAGE_POPULARITY: 0.1979364, DIVERSITY_MEAN_INTER_LIST: 0.9440882, DIVERSITY_HERFINDAHL: 0.9944064, COVERAGE_ITEM: 0.1324013, COVERAGE_ITEM_HIT: 0.0459096, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2733191, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0177631, SHANNON_ENTROPY: 8.9703149, RATIO_DIVERSITY_HERFINDAHL: 0.9947352, RATIO_DIVERSITY_GINI: 0.0398232, RATIO_SHANNON_ENTROPY: 0.6647773, RATIO_AVERAGE_POPULARITY: 3.8854510, RATIO_NOVELTY: 0.2322836, 
SearchBayesianSkopt: Config 73 is suboptimal. Config: {'norm': 2, 'alpha': 0.05448829882564267, 'beta': 0.9460398553003112, 'gamma': 0.5638868296708343} - results: PRECISION: 0.0297274, PRECISION_RECALL_MIN_DEN: 0.0657946, RECALL: 0.0641416, MAP: 0.0128723, MAP_MIN_DEN: 0.0278336, MRR: 0.0968392, NDCG: 0.0542059, F1: 0.0406260, HIT_RATE: 0.2252401, ARHR_ALL_HITS: 0.1111564, NOVELTY: 0.0040219, AVERAGE_POPULARITY: 0.1671064, DIVERSITY_MEAN_INTER_LIST: 0.9569267, DIVERSITY_HERFINDAHL: 0.9956902, COVERAGE_ITEM: 0.6283967, COVERAGE_ITEM_HIT: 0.0443364, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2095654, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0757819, SHANNON_ENTROPY: 9.9407305, RATIO_DIVERSITY_HERFINDAHL: 0.9960195, RATIO_DIVERSITY_GINI: 0.1698963, RATIO_SHANNON_ENTROPY: 0.7366935, RATIO_AVERAGE_POPULARITY: 3.2802636, RATIO_NOVELTY: 0.2480236, 
SearchBayesianSkopt: Config 74 is suboptimal. Config: {'norm': 1, 'alpha': 0.0039543378615908295, 'beta': 0.038147882970933196, 'gamma': 0.24940555858165087} - results: PRECISION: 0.0395616, PRECISION_RECALL_MIN_DEN: 0.0910330, RECALL: 0.0891127, MAP: 0.0188597, MAP_MIN_DEN: 0.0425828, MRR: 0.1407252, NDCG: 0.0782457, F1: 0.0547963, HIT_RATE: 0.2912837, ARHR_ALL_HITS: 0.1621770, NOVELTY: 0.0038064, AVERAGE_POPULARITY: 0.1810393, DIVERSITY_MEAN_INTER_LIST: 0.9543228, DIVERSITY_HERFINDAHL: 0.9954298, COVERAGE_ITEM: 0.1429133, COVERAGE_ITEM_HIT: 0.0481979, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2710130, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0187183, SHANNON_ENTROPY: 9.1308399, RATIO_DIVERSITY_HERFINDAHL: 0.9957590, RATIO_DIVERSITY_GINI: 0.0419647, RATIO_SHANNON_ENTROPY: 0.6766736, RATIO_AVERAGE_POPULARITY: 3.5537638, RATIO_NOVELTY: 0.2347349, 
SearchBayesianSkopt: Config 75 is suboptimal. Config: {'norm': 2, 'alpha': 1.0, 'beta': 0.23041414992070092, 'gamma': 0.12126089971708061} - results: PRECISION: 0.0402251, PRECISION_RECALL_MIN_DEN: 0.0926355, RECALL: 0.0906827, MAP: 0.0191654, MAP_MIN_DEN: 0.0432201, MRR: 0.1428146, NDCG: 0.0795030, F1: 0.0557297, HIT_RATE: 0.2959310, ARHR_ALL_HITS: 0.1647307, NOVELTY: 0.0038195, AVERAGE_POPULARITY: 0.1872083, DIVERSITY_MEAN_INTER_LIST: 0.9505121, DIVERSITY_HERFINDAHL: 0.9950488, COVERAGE_ITEM: 0.1494565, COVERAGE_ITEM_HIT: 0.0496997, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2753369, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0206482, SHANNON_ENTROPY: 9.1833237, RATIO_DIVERSITY_HERFINDAHL: 0.9953778, RATIO_DIVERSITY_GINI: 0.0462915, RATIO_SHANNON_ENTROPY: 0.6805631, RATIO_AVERAGE_POPULARITY: 3.6748612, RATIO_NOVELTY: 0.2355435, 
SearchBayesianSkopt: Config 76 is suboptimal. Config: {'norm': 2, 'alpha': 0.6900853910049817, 'beta': 0.23345078972940547, 'gamma': 0.0} - results: PRECISION: 0.0402432, PRECISION_RECALL_MIN_DEN: 0.0925119, RECALL: 0.0905375, MAP: 0.0192029, MAP_MIN_DEN: 0.0432486, MRR: 0.1428391, NDCG: 0.0795005, F1: 0.0557195, HIT_RATE: 0.2958277, ARHR_ALL_HITS: 0.1648457, NOVELTY: 0.0038386, AVERAGE_POPULARITY: 0.1793533, DIVERSITY_MEAN_INTER_LIST: 0.9550859, DIVERSITY_HERFINDAHL: 0.9955061, COVERAGE_ITEM: 0.1560712, COVERAGE_ITEM_HIT: 0.0505220, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2752408, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0212011, SHANNON_ENTROPY: 9.2596355, RATIO_DIVERSITY_HERFINDAHL: 0.9958353, RATIO_DIVERSITY_GINI: 0.0475309, RATIO_SHANNON_ENTROPY: 0.6862185, RATIO_AVERAGE_POPULARITY: 3.5206689, RATIO_NOVELTY: 0.2367168, 
SearchBayesianSkopt: Config 77 is suboptimal. Config: {'norm': 1, 'alpha': 1.0, 'beta': 0.1235835941394277, 'gamma': 0.11417636764077883} - results: PRECISION: 0.0401348, PRECISION_RECALL_MIN_DEN: 0.0924000, RECALL: 0.0904449, MAP: 0.0191532, MAP_MIN_DEN: 0.0431922, MRR: 0.1426441, NDCG: 0.0793883, F1: 0.0555980, HIT_RATE: 0.2953372, ARHR_ALL_HITS: 0.1645826, NOVELTY: 0.0038162, AVERAGE_POPULARITY: 0.1869160, DIVERSITY_MEAN_INTER_LIST: 0.9508845, DIVERSITY_HERFINDAHL: 0.9950860, COVERAGE_ITEM: 0.1435212, COVERAGE_ITEM_HIT: 0.0493421, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2747844, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0203244, SHANNON_ENTROPY: 9.1752756, RATIO_DIVERSITY_HERFINDAHL: 0.9954151, RATIO_DIVERSITY_GINI: 0.0455656, RATIO_SHANNON_ENTROPY: 0.6799667, RATIO_AVERAGE_POPULARITY: 3.6691229, RATIO_NOVELTY: 0.2353398, 
SearchBayesianSkopt: Config 78 is suboptimal. Config: {'norm': 2, 'alpha': 0.6047749699693905, 'beta': 0.0772717739294815, 'gamma': 0.31828985710928626} - results: PRECISION: 0.0400341, PRECISION_RECALL_MIN_DEN: 0.0924471, RECALL: 0.0905061, MAP: 0.0190597, MAP_MIN_DEN: 0.0430976, MRR: 0.1421395, NDCG: 0.0792438, F1: 0.0555129, HIT_RATE: 0.2953372, ARHR_ALL_HITS: 0.1638941, NOVELTY: 0.0038030, AVERAGE_POPULARITY: 0.1885484, DIVERSITY_MEAN_INTER_LIST: 0.9498706, DIVERSITY_HERFINDAHL: 0.9949846, COVERAGE_ITEM: 0.1412328, COVERAGE_ITEM_HIT: 0.0481622, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2747844, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0194752, SHANNON_ENTROPY: 9.1195268, RATIO_DIVERSITY_HERFINDAHL: 0.9953137, RATIO_DIVERSITY_GINI: 0.0436616, RATIO_SHANNON_ENTROPY: 0.6758352, RATIO_AVERAGE_POPULARITY: 3.7011665, RATIO_NOVELTY: 0.2345224, 
SearchBayesianSkopt: New best config found. Config 0: {'norm': 2, 'alpha': 0.0165414774380398, 'beta': 0.2316685182874913, 'gamma': 0.41303482962922966} - results: PRECISION: 0.0402343, PRECISION_RECALL_MIN_DEN: 0.0923590, RECALL: 0.0903601, MAP: 0.0191459, MAP_MIN_DEN: 0.0436636, MRR: 0.1421109, NDCG: 0.0796496, F1: 0.0556774, HIT_RATE: 0.2949794, ARHR_ALL_HITS: 0.1642320, NOVELTY: 0.0038256, AVERAGE_POPULARITY: 0.1830156, DIVERSITY_MEAN_INTER_LIST: 0.9522788, DIVERSITY_HERFINDAHL: 0.9952254, COVERAGE_ITEM: 0.2456021, COVERAGE_ITEM_HIT: 0.0495209, ITEMS_IN_GT: 0.8474328, COVERAGE_USER: 0.9330034, COVERAGE_USER_HIT: 0.2752168, USERS_IN_GT: 0.9330034, DIVERSITY_GINI: 0.0220498, SHANNON_ENTROPY: 9.1957274, RATIO_DIVERSITY_HERFINDAHL: 0.9955540, RATIO_DIVERSITY_GINI: 0.0493995, RATIO_SHANNON_ENTROPY: 0.6814322, RATIO_AVERAGE_POPULARITY: 3.5934346, RATIO_NOVELTY: 0.2358948, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'norm': 2, 'alpha': 0.1750171492825541, 'beta': 0.9284004432306534, 'gamma': 0.29269689501766377} - results: PRECISION: 0.0360196, PRECISION_RECALL_MIN_DEN: 0.0817780, RECALL: 0.0798921, MAP: 0.0165899, MAP_MIN_DEN: 0.0370971, MRR: 0.1233203, NDCG: 0.0692279, F1: 0.0496530, HIT_RATE: 0.2665036, ARHR_ALL_HITS: 0.1423570, NOVELTY: 0.0039803, AVERAGE_POPULARITY: 0.1697258, DIVERSITY_MEAN_INTER_LIST: 0.9567991, DIVERSITY_HERFINDAHL: 0.9956774, COVERAGE_ITEM: 0.5771239, COVERAGE_ITEM_HIT: 0.0495209, ITEMS_IN_GT: 0.8474328, COVERAGE_USER: 0.9330034, COVERAGE_USER_HIT: 0.2486488, USERS_IN_GT: 0.9330034, DIVERSITY_GINI: 0.0588547, SHANNON_ENTROPY: 9.8110859, RATIO_DIVERSITY_HERFINDAHL: 0.9960062, RATIO_DIVERSITY_GINI: 0.1318558, RATIO_SHANNON_ENTROPY: 0.7270322, RATIO_AVERAGE_POPULARITY: 3.3324958, RATIO_NOVELTY: 0.2454339, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'norm': 2, 'alpha': 0.9739740086756186, 'beta': 0.38294815676529315, 'gamma': 0.48448547365510375} - results: PRECISION: 0.0388568, PRECISION_RECALL_MIN_DEN: 0.0893341, RECALL: 0.0874059, MAP: 0.0181411, MAP_MIN_DEN: 0.0415048, MRR: 0.1350034, NDCG: 0.0762181, F1: 0.0537976, HIT_RATE: 0.2864315, ARHR_ALL_HITS: 0.1558112, NOVELTY: 0.0037507, AVERAGE_POPULARITY: 0.2093110, DIVERSITY_MEAN_INTER_LIST: 0.9347760, DIVERSITY_HERFINDAHL: 0.9934752, COVERAGE_ITEM: 0.1475615, COVERAGE_ITEM_HIT: 0.0481264, ITEMS_IN_GT: 0.8474328, COVERAGE_USER: 0.9330034, COVERAGE_USER_HIT: 0.2672416, USERS_IN_GT: 0.9330034, DIVERSITY_GINI: 0.0176972, SHANNON_ENTROPY: 8.8562741, RATIO_DIVERSITY_HERFINDAHL: 0.9938032, RATIO_DIVERSITY_GINI: 0.0396481, RATIO_SHANNON_ENTROPY: 0.6562777, RATIO_AVERAGE_POPULARITY: 4.1097350, RATIO_NOVELTY: 0.2312732, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'norm': 1, 'alpha': 0.5835435499063639, 'beta': 0.2721130198029507, 'gamma': 0.4788059046652038} - results: PRECISION: 0.0398635, PRECISION_RECALL_MIN_DEN: 0.0918237, RECALL: 0.0898490, MAP: 0.0187894, MAP_MIN_DEN: 0.0430436, MRR: 0.1394677, NDCG: 0.0786740, F1: 0.0552252, HIT_RATE: 0.2927652, ARHR_ALL_HITS: 0.1611800, NOVELTY: 0.0037974, AVERAGE_POPULARITY: 0.1978860, DIVERSITY_MEAN_INTER_LIST: 0.9424083, DIVERSITY_HERFINDAHL: 0.9942384, COVERAGE_ITEM: 0.1957237, COVERAGE_ITEM_HIT: 0.0490561, ITEMS_IN_GT: 0.8474328, COVERAGE_USER: 0.9330034, COVERAGE_USER_HIT: 0.2731509, USERS_IN_GT: 0.9330034, DIVERSITY_GINI: 0.0206236, SHANNON_ENTROPY: 9.0608289, RATIO_DIVERSITY_HERFINDAHL: 0.9945667, RATIO_DIVERSITY_GINI: 0.0462043, RATIO_SHANNON_ENTROPY: 0.6714358, RATIO_AVERAGE_POPULARITY: 3.8854098, RATIO_NOVELTY: 0.2341516, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'norm': 1, 'alpha': 0.9561948536044457, 'beta': 0.5130864689858886, 'gamma': 0.8209854449477072} - results: PRECISION: 0.0221009, PRECISION_RECALL_MIN_DEN: 0.0467991, RECALL: 0.0453930, MAP: 0.0090206, MAP_MIN_DEN: 0.0185591, MRR: 0.0686106, NDCG: 0.0379316, F1: 0.0297279, HIT_RATE: 0.1705201, ARHR_ALL_HITS: 0.0782966, NOVELTY: 0.0036423, AVERAGE_POPULARITY: 0.2170970, DIVERSITY_MEAN_INTER_LIST: 0.9295748, DIVERSITY_HERFINDAHL: 0.9929551, COVERAGE_ITEM: 0.1159897, COVERAGE_ITEM_HIT: 0.0329662, ITEMS_IN_GT: 0.8474328, COVERAGE_USER: 0.9330034, COVERAGE_USER_HIT: 0.1590958, USERS_IN_GT: 0.9330034, DIVERSITY_GINI: 0.0105649, SHANNON_ENTROPY: 8.3346930, RATIO_DIVERSITY_HERFINDAHL: 0.9932829, RATIO_DIVERSITY_GINI: 0.0236692, RATIO_SHANNON_ENTROPY: 0.6176269, RATIO_AVERAGE_POPULARITY: 4.2626090, RATIO_NOVELTY: 0.2245886, 
SearchBayesianSkopt: New best config found. Config 5: {'norm': 1, 'alpha': 0.8581130331522469, 'beta': 0.032499551610210904, 'gamma': 0.13104299525393373} - results: PRECISION: 0.0407801, PRECISION_RECALL_MIN_DEN: 0.0929871, RECALL: 0.0909339, MAP: 0.0194841, MAP_MIN_DEN: 0.0441546, MRR: 0.1433648, NDCG: 0.0804378, F1: 0.0563083, HIT_RATE: 0.2957518, ARHR_ALL_HITS: 0.1664443, NOVELTY: 0.0038139, AVERAGE_POPULARITY: 0.1848608, DIVERSITY_MEAN_INTER_LIST: 0.9521890, DIVERSITY_HERFINDAHL: 0.9952164, COVERAGE_ITEM: 0.1375858, COVERAGE_ITEM_HIT: 0.0491276, ITEMS_IN_GT: 0.8474328, COVERAGE_USER: 0.9330034, COVERAGE_USER_HIT: 0.2759374, USERS_IN_GT: 0.9330034, DIVERSITY_GINI: 0.0197432, SHANNON_ENTROPY: 9.1651174, RATIO_DIVERSITY_HERFINDAHL: 0.9955450, RATIO_DIVERSITY_GINI: 0.0442318, RATIO_SHANNON_ENTROPY: 0.6791639, RATIO_AVERAGE_POPULARITY: 3.6296647, RATIO_NOVELTY: 0.2351745, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'norm': 2, 'alpha': 0.33806295043162954, 'beta': 0.48099531151585107, 'gamma': 0.9749791010325001} - results: PRECISION: 0.0246395, PRECISION_RECALL_MIN_DEN: 0.0529394, RECALL: 0.0514592, MAP: 0.0102639, MAP_MIN_DEN: 0.0214369, MRR: 0.0777213, NDCG: 0.0431304, F1: 0.0333233, HIT_RATE: 0.1885170, ARHR_ALL_HITS: 0.0888906, NOVELTY: 0.0037035, AVERAGE_POPULARITY: 0.2134220, DIVERSITY_MEAN_INTER_LIST: 0.9309311, DIVERSITY_HERFINDAHL: 0.9930907, COVERAGE_ITEM: 0.3317363, COVERAGE_ITEM_HIT: 0.0330735, ITEMS_IN_GT: 0.8474328, COVERAGE_USER: 0.9330034, COVERAGE_USER_HIT: 0.1758870, USERS_IN_GT: 0.9330034, DIVERSITY_GINI: 0.0196165, SHANNON_ENTROPY: 8.5980247, RATIO_DIVERSITY_HERFINDAHL: 0.9934186, RATIO_DIVERSITY_GINI: 0.0439482, RATIO_SHANNON_ENTROPY: 0.6371406, RATIO_AVERAGE_POPULARITY: 4.1904524, RATIO_NOVELTY: 0.2283656, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'norm': 1, 'alpha': 0.10735399700555917, 'beta': 0.41900656660138913, 'gamma': 0.927994798023916} - results: PRECISION: 0.0258265, PRECISION_RECALL_MIN_DEN: 0.0556286, RECALL: 0.0540834, MAP: 0.0109175, MAP_MIN_DEN: 0.0227892, MRR: 0.0821294, NDCG: 0.0455434, F1: 0.0349590, HIT_RATE: 0.1962152, ARHR_ALL_HITS: 0.0942605, NOVELTY: 0.0038690, AVERAGE_POPULARITY: 0.1945263, DIVERSITY_MEAN_INTER_LIST: 0.9414879, DIVERSITY_HERFINDAHL: 0.9941464, COVERAGE_ITEM: 0.5491991, COVERAGE_ITEM_HIT: 0.0357194, ITEMS_IN_GT: 0.8474328, COVERAGE_USER: 0.9330034, COVERAGE_USER_HIT: 0.1830695, USERS_IN_GT: 0.9330034, DIVERSITY_GINI: 0.0509700, SHANNON_ENTROPY: 9.3009103, RATIO_DIVERSITY_HERFINDAHL: 0.9944746, RATIO_DIVERSITY_GINI: 0.1141912, RATIO_SHANNON_ENTROPY: 0.6892266, RATIO_AVERAGE_POPULARITY: 3.8194431, RATIO_NOVELTY: 0.2385679, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'norm': 1, 'alpha': 0.9240558729603612, 'beta': 0.7927084444940018, 'gamma': 0.8746981992252841} - results: PRECISION: 0.0192044, PRECISION_RECALL_MIN_DEN: 0.0399917, RECALL: 0.0386929, MAP: 0.0076476, MAP_MIN_DEN: 0.0153881, MRR: 0.0584280, NDCG: 0.0321527, F1: 0.0256687, HIT_RATE: 0.1492276, ARHR_ALL_HITS: 0.0664872, NOVELTY: 0.0036960, AVERAGE_POPULARITY: 0.2027249, DIVERSITY_MEAN_INTER_LIST: 0.9382363, DIVERSITY_HERFINDAHL: 0.9938212, COVERAGE_ITEM: 0.2086670, COVERAGE_ITEM_HIT: 0.0326802, ITEMS_IN_GT: 0.8474328, COVERAGE_USER: 0.9330034, COVERAGE_USER_HIT: 0.1392299, USERS_IN_GT: 0.9330034, DIVERSITY_GINI: 0.0136954, SHANNON_ENTROPY: 8.5575373, RATIO_DIVERSITY_HERFINDAHL: 0.9941493, RATIO_DIVERSITY_GINI: 0.0306827, RATIO_SHANNON_ENTROPY: 0.6341403, RATIO_AVERAGE_POPULARITY: 3.9804194, RATIO_NOVELTY: 0.2278994, 
